ENSG00000274940	MIR8083	89.0
ENSG00000222663	RNU4-55P	137.0
ENSG00000215271	HOMEZ	4971.0
ENSG00000181718	OR5T2	1080.0
ENSG00000187583	PLEKHN1	2455.0
ENSG00000207045	RNU6-532P	107.0
ENSG00000282586	IGHV3-60	354.0
ENSG00000283480		1780.0
ENSG00000254778		4181.0
ENSG00000163444	TMEM183A	3019.0
ENSG00000255165		464.0
ENSG00000110060	PUS3	1843.0
ENSG00000249647	C5orf66-AS2	2162.0
ENSG00000238628		104.0
ENSG00000140090	SLC24A4	9950.0
ENSG00000225564	LINC01492	3738.0
ENSG00000136521	NDUFB5	4046.0
ENSG00000279028		279.0
ENSG00000238185		337.0
ENSG00000278849		988.0
ENSG00000185737	NRG3	3530.0
ENSG00000254460		386.0
ENSG00000282501		754.0
ENSG00000229208	RBMY2NP	1028.0
ENSG00000252774		160.0
ENSG00000122873	CISD1	2479.0
ENSG00000200406	SNORD114-23	72.0
ENSG00000176142	TMEM39A	4393.0
ENSG00000273859	RASSF7	1928.0
ENSG00000133818	RRAS2	2034.0
ENSG00000153820	SPHKAP	6917.0
ENSG00000178096	BOLA1	1096.0
ENSG00000122691	TWIST1	1666.0
ENSG00000223661	C4B-AS1	787.0
ENSG00000260141		821.0
ENSG00000261528		726.0
ENSG00000133561	GIMAP6	3910.0
ENSG00000129355	CDKN2D	1422.0
ENSG00000183791	TCEB3C	1877.0
ENSG00000261915		2571.0
ENSG00000275842	MIR941-5	72.0
ENSG00000235701	PCBP2P1	977.0
ENSG00000112212	TSPO2	958.0
ENSG00000111669	TPI1	1763.0
ENSG00000228874		361.0
ENSG00000148175	STOM	3010.0
ENSG00000078328	RBFOX1	4775.0
ENSG00000176732	PFN4	974.0
ENSG00000254406		826.0
ENSG00000251549		208.0
ENSG00000227620	ALG1L8P	760.0
ENSG00000241861	GAPDHP50	993.0
ENSG00000255976	RAB11AP2	639.0
ENSG00000267182	SNRPCP20	210.0
ENSG00000252469	RNU7-160P	62.0
ENSG00000276728		1741.0
ENSG00000235021		522.0
ENSG00000282719	TRBV6-2	392.0
ENSG00000163032	VSNL1	2725.0
ENSG00000254585	MAGEL2	4298.0
ENSG00000180233	ZNRF2	3460.0
ENSG00000132423	COQ3	1335.0
ENSG00000251914	RNU7-200P	62.0
ENSG00000283226	DUX4	1710.0
ENSG00000201365		108.0
ENSG00000158164	TMSB15A	685.0
ENSG00000236689	MTCO2P21	677.0
ENSG00000134198	TSPAN2	3177.0
ENSG00000268480		478.0
ENSG00000264010	MIR4429	73.0
ENSG00000231918		3939.0
ENSG00000273715		1073.0
ENSG00000102195	GPR50	1951.0
ENSG00000251132		622.0
ENSG00000233051	MICA	2260.0
ENSG00000269235	ZNF350-AS1	698.0
ENSG00000282243	LRIG1	5283.0
ENSG00000258466		670.0
ENSG00000262202		637.0
ENSG00000183631	PRR32	1228.0
ENSG00000226657		596.0
ENSG00000228549		2520.0
ENSG00000226736	HCG4P7	963.0
ENSG00000220091	LAP3P1	294.0
ENSG00000228771		306.0
ENSG00000136010	ALDH1L2	7547.0
ENSG00000278013		421.0
ENSG00000089505	CMTM1	1064.0
ENSG00000197062	ZSCAN26	2835.0
ENSG00000211938	IGHV3-7	430.0
ENSG00000279238		57.0
ENSG00000255992		426.0
ENSG00000207011	RNY4P13	96.0
ENSG00000183034	OTOP2	2147.0
ENSG00000101109	STK4	6342.0
ENSG00000230305		365.0
ENSG00000171051	FPR1	1965.0
ENSG00000257141		452.0
ENSG00000263436	MIR3158-1	81.0
ENSG00000139053	PDE6H	747.0
ENSG00000213578	CPLX3	2082.0
